['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ได้นำระเบิดแสวงเครื่องหนัก 5 ก.ก.จุดชนวนด้วยรีโมตคอนโทรลไปวางไว้ที่ริมถนนสายบาเจาะ-บ้านทอนช่วงบริเวณบ้านดูกู ม.3 ต.บลาเจาะ ||| และได้จุดชนวนระเบิด
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| ชาวบ้านก็จะเป็นหูเป็นตาให้ ||| จึงจะสามารถแก้ปัญหาได้
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| เตรียมเข้าพบ พล.อ.สนธิขอบคุณที่สนับสนุนชิงเก้าอี้เลขาฯ ยูเอ็น ||| พร้อมรายงานยุทธศาสตร์หาเสียง
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| เชื่อปฏิรูปการปกครองมีผลกระทบน้อย ||| หลังคณะปฏิรูปฯ ประกาศคืนอำนาจให้ประชาชน
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| กล่าว ||| ภายหลังเดินทางกลับจากประเทศสหรัฐอเมริกา
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| ได้แจ้งต่อเอกอัครราชทูตประจำสหประชาชาติว่าจะยังคงสนับสนุนตนในการชิงตำแหน่งเลขาธิการสหประชาชาติ ||| ดังนั้น ตนจะเข้าพบหัวหน้าคณะปฏิรูปฯ เพื่อรายงานความคืบหน้า และยุทธศาสตร์ในการรณรงค์หาเสียงในช่วงเวลาที่เหลือ
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| เมื่อคณะปฏิรูปฯ ให้การสนับสนุนแล้ว ||| เชื่อว่าจะสามารถดำเนินการต่อไปได้
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| เมื่อคณะปฏิรูปฯ ให้การสนับสนุนแล้ว เชื่อว่าจะสามารถดำเนินการต่อไปได้ ||| ประกอบกับการที่พระบาทสมเด็จพระเจ้าอยู่หัว ทรงพระกรุณาฯแต่งตั้ง พล.อ.สนธิเป็นหัวหน้าคณะปฏิรูปฯจะทำให้ต่างประเทศมีความเชื่อมั่นและความเข้าใจมากขึ้น
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| การที่พระบาทสมเด็จพระเจ้าอยู่หัว ทรงพระกรุณาฯแต่งตั้ง พล.อ.สนธิเป็นหัวหน้าคณะปฏิรูปฯจะทำให้ต่างประเทศมีความเชื่อมั่นและความเข้าใจมากขึ้น ||| เพราะเป็นที่ทราบดีว่าพระบาทสมเด็จพระเจ้าอยู่หัว ทรงได้รับการยอมรับจากต่างประเทศอย่างสูง
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ทรงมุ่งเน้นในการพัฒนา ||| และยึดมั่นในระบอบประชาธิปไตย
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| จากการพูดคุยกับประเทศต่างๆมีความเข้าใจดี ||| และประเทศอาเซียนได้ประกาศให้การสนับสนุนต่อไป
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| เมื่อเหตุการณ์ทุกอย่างจบแล้ว ||| พ.ต.ท.ทักษิณ ชินวัตรนายกรัฐมนตรี ไม่ได้ว่าอะไร
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| พบปะ ||| และพูดคุยกับบรรดาผู้นำ ถึงเรื่องที่คณะปฏิรูปฯ ประกาศจะคืนอำนาจให้กับประชาชนโดยเร็วที่สุด
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| นิ่งๆ ||| แล้วบอกว่าจะไปพักผ่อนกับบุตรสาวที่อาเซียน
['Comparison', 'Comparison.Contrast', 'and'] ||| [None, None, None] ||| สธ.สั่งโรงพยาบาลเอกชนดังระงับผ่าตัดเพิ่มสูงในคนปกติ จนกว่าแพทยสภารับรองมาตรฐาน ขู่ฝ่าฝืนสั่งปิดทันที ||| ขณะที่นายกแพทยสภาชี้ต้องส่งเรื่องพิจารณาว่าคนปกติทำได้หรือไม่
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| หลังแพทย์โรงพยาบาลเอกชนแห่งหนึ่งเปิดบริการผ่าตัดเพิ่มความสูง ||| ทางกองการประกอบโรคศิลปะ กรมสนับสนุนบริการสุขภาพ พิจารณาแล้วเห็นว่า การออกมาให้ข่าวลักษณะดังกล่าว เข้าข่ายการโฆษณาเพื่อชักชวนให้มีผู้มาขอรับบริการ โดยใช้ข้อความที่โอ้อวดเกินความจริง
